original_filepath,filename,label,aug_method,audio,sample_rate,duration
Audios/Jorge/Eri-02_04.mp3,Eri-02_04.mp3,Jorge,original,"[5.2813259e-05 4.5926470e-05 3.3187429e-05 ... 4.6584022e-04 6.6322810e-04
 4.4009584e-04]",44100,2.801519274376417
Audios/Jorge/Eri-02_04.mp3,Eri-02_04.mp3,Jorge,noise,"[-0.01260591 -0.0046352   0.00912137 ... -0.00834746 -0.02969537
  0.06204066]",44100,2.801519274376417
Audios/Jorge/Eri-02_04.mp3,Eri-02_04.mp3,Jorge,time_stretch_longer,"[ 5.2408770e-05  4.5593537e-05  3.3179320e-05 ... -1.0631474e-04
 -5.8130016e-05 -1.5892384e-04]",44100,2.3346031746031746
Audios/Jorge/Eri-02_04.mp3,Eri-02_04.mp3,Jorge,time_stretch_slower,"[ 5.0592360e-05  4.3925458e-05  3.1136751e-05 ... -2.1104148e-04
 -2.4421760e-04 -1.4723223e-04]",44100,3.501904761904762
Audios/Jorge/Eri-02_04.mp3,Eri-02_04.mp3,Jorge,pitch_shift_alto,"[ 4.3605145e-05  4.8045622e-05  2.5395351e-05 ... -4.3749111e-04
 -2.7895352e-04 -2.4453687e-04]",44100,2.801519274376417
Audios/Jorge/Eri-02_04.mp3,Eri-02_04.mp3,Jorge,pitch_shift_bajo,"[5.0532533e-05 4.7710411e-05 3.3247055e-05 ... 3.9179571e-04 3.8820831e-04
 2.2912005e-04]",44100,2.801519274376417
Audios/Jorge/Eri-02_04.mp3,Eri-02_04.mp3,Jorge,volume_up,"[7.9219884e-05 6.8889705e-05 4.9781142e-05 ... 6.9876033e-04 9.9484215e-04
 6.6014379e-04]",44100,2.801519274376417
Audios/Jorge/Eri-02_04.mp3,Eri-02_04.mp3,Jorge,volume_down,"[2.6406629e-05 2.2963235e-05 1.6593714e-05 ... 2.3292011e-04 3.3161405e-04
 2.2004792e-04]",44100,2.801519274376417
Audios/Jorge/Bruce-01_03.mp3,Bruce-01_03.mp3,Jorge,original,"[ 0.00082647  0.00091312  0.00088731 ... -0.00162506 -0.00168766
 -0.0015192 ]",44100,3.1353061224489798
Audios/Jorge/Bruce-01_03.mp3,Bruce-01_03.mp3,Jorge,noise,"[-0.00773845 -0.00623492  0.02692183 ...  0.02022456 -0.01779051
  0.00544831]",44100,3.1353061224489798
Audios/Jorge/Bruce-01_03.mp3,Bruce-01_03.mp3,Jorge,time_stretch_longer,[0.00081325 0.00090269 0.0008805  ... 0.00049517 0.00043292 0.00033895],44100,2.6127437641723357
Audios/Jorge/Bruce-01_03.mp3,Bruce-01_03.mp3,Jorge,time_stretch_slower,"[ 8.3223463e-04  9.1456313e-04  8.9263200e-04 ... -7.6954995e-05
 -1.1686642e-04 -1.0271315e-04]",44100,3.9191383219954647
Audios/Jorge/Bruce-01_03.mp3,Bruce-01_03.mp3,Jorge,pitch_shift_alto,"[ 7.5394195e-04  9.3050045e-04  8.8123087e-04 ... -4.6635978e-05
 -1.7697785e-04 -1.2372893e-04]",44100,3.1353061224489798
Audios/Jorge/Bruce-01_03.mp3,Bruce-01_03.mp3,Jorge,pitch_shift_bajo,"[ 0.00077693  0.0009274   0.0008424  ... -0.0001726  -0.00023779
 -0.00029065]",44100,3.1353061224489798
Audios/Jorge/Bruce-01_03.mp3,Bruce-01_03.mp3,Jorge,volume_up,"[ 0.00123971  0.00136968  0.00133097 ... -0.00243759 -0.00253148
 -0.0022788 ]",44100,3.1353061224489798
Audios/Jorge/Bruce-01_03.mp3,Bruce-01_03.mp3,Jorge,volume_down,"[ 0.00041324  0.00045656  0.00044366 ... -0.00081253 -0.00084383
 -0.0007596 ]",44100,3.1353061224489798
Audios/Jorge/Bruce-01_02.mp3,Bruce-01_02.mp3,Jorge,original,"[-0.00134223 -0.00177862 -0.001662   ...  0.00113097  0.00128472
  0.00117744]",44100,3.585192743764172
Audios/Jorge/Bruce-01_02.mp3,Bruce-01_02.mp3,Jorge,noise,"[ 0.03473461 -0.03645687  0.04943384 ... -0.00011676 -0.02798496
 -0.02380694]",44100,3.585192743764172
Audios/Jorge/Bruce-01_02.mp3,Bruce-01_02.mp3,Jorge,time_stretch_longer,"[-0.00134654 -0.00177252 -0.00164953 ... -0.00015662 -0.00025213
 -0.00032706]",44100,2.9876643990929703
Audios/Jorge/Bruce-01_02.mp3,Bruce-01_02.mp3,Jorge,time_stretch_slower,"[-0.00131916 -0.0017506  -0.00163757 ... -0.00038504 -0.00030811
 -0.00031796]",44100,4.481496598639456
Audios/Jorge/Bruce-01_02.mp3,Bruce-01_02.mp3,Jorge,pitch_shift_alto,"[-0.00122122 -0.0018017  -0.00159143 ...  0.00071584  0.00083865
  0.00073248]",44100,3.585192743764172
Audios/Jorge/Bruce-01_02.mp3,Bruce-01_02.mp3,Jorge,pitch_shift_bajo,"[-0.00128183 -0.00178253 -0.00164238 ...  0.0007092   0.00089001
  0.00045836]",44100,3.585192743764172
Audios/Jorge/Bruce-01_02.mp3,Bruce-01_02.mp3,Jorge,volume_up,"[-0.00201334 -0.00266794 -0.00249299 ...  0.00169646  0.00192707
  0.00176616]",44100,3.585192743764172
Audios/Jorge/Bruce-01_02.mp3,Bruce-01_02.mp3,Jorge,volume_down,"[-0.00067111 -0.00088931 -0.000831   ...  0.00056549  0.00064236
  0.00058872]",44100,3.585192743764172
Audios/Jorge/Eri-02_01.mp3,Eri-02_01.mp3,Jorge,original,"[ 0.00011164  0.00014551  0.00014143 ... -0.00026378 -0.00027834
 -0.00027868]",44100,2.9466439909297053
Audios/Jorge/Eri-02_01.mp3,Eri-02_01.mp3,Jorge,noise,"[-0.00838946 -0.01233566 -0.02349722 ...  0.01473544 -0.01529614
  0.03818636]",44100,2.9466439909297053
Audios/Jorge/Eri-02_01.mp3,Eri-02_01.mp3,Jorge,time_stretch_longer,"[ 0.00011135  0.00014391  0.00014066 ... -0.00011808 -0.00013022
 -0.00011738]",44100,2.4555328798185942
Audios/Jorge/Eri-02_01.mp3,Eri-02_01.mp3,Jorge,time_stretch_slower,"[ 1.1146602e-04  1.4498460e-04  1.4112238e-04 ... -4.5350288e-07
 -3.3346012e-06  1.7180604e-05]",44100,3.6833106575963717
Audios/Jorge/Eri-02_01.mp3,Eri-02_01.mp3,Jorge,pitch_shift_alto,"[ 1.01930746e-04  1.48802763e-04  1.40063174e-04 ...  1.59015453e-05
 -1.87814294e-06 -1.24959388e-05]",44100,2.9466439909297053
Audios/Jorge/Eri-02_01.mp3,Eri-02_01.mp3,Jorge,pitch_shift_bajo,[0.0001076  0.00014392 0.00013807 ... 0.00010978 0.00011    0.00012425],44100,2.9466439909297053
Audios/Jorge/Eri-02_01.mp3,Eri-02_01.mp3,Jorge,volume_up,"[ 0.00016746  0.00021826  0.00021214 ... -0.00039567 -0.00041751
 -0.00041802]",44100,2.9466439909297053
Audios/Jorge/Eri-02_01.mp3,Eri-02_01.mp3,Jorge,volume_down,"[ 5.5818364e-05  7.2754701e-05  7.0712689e-05 ... -1.3188843e-04
 -1.3917089e-04 -1.3934119e-04]",44100,2.9466439909297053
Audios/Jorge/Eri-02_03.mp3,Eri-02_03.mp3,Jorge,original,"[-5.06231117e-06 -2.69833290e-05 -3.52117058e-05 ...  1.25218197e-04
  1.12858936e-04  7.84357471e-05]",44100,2.7724943310657597
Audios/Jorge/Eri-02_03.mp3,Eri-02_03.mp3,Jorge,noise,"[-0.00662041  0.01182565 -0.02372482 ... -0.01355611 -0.01493852
 -0.02196191]",44100,2.7724943310657597
Audios/Jorge/Eri-02_03.mp3,Eri-02_03.mp3,Jorge,time_stretch_longer,"[-5.5337141e-06 -2.6715787e-05 -3.5019995e-05 ...  2.3226847e-05
 -3.8899660e-05 -1.1602128e-05]",44100,2.310408163265306
Audios/Jorge/Eri-02_03.mp3,Eri-02_03.mp3,Jorge,time_stretch_slower,"[-3.8061146e-06 -2.5616753e-05 -3.4067820e-05 ... -1.3790626e-04
 -1.1170641e-04 -1.3021939e-04]",44100,3.46562358276644
Audios/Jorge/Eri-02_03.mp3,Eri-02_03.mp3,Jorge,pitch_shift_alto,"[-7.2063422e-06 -2.4476027e-05 -4.3699736e-05 ... -3.5023550e-05
 -1.7801131e-05 -9.7946340e-06]",44100,2.7724943310657597
Audios/Jorge/Eri-02_03.mp3,Eri-02_03.mp3,Jorge,pitch_shift_bajo,"[-5.6211866e-06 -2.5266439e-05 -3.1890631e-05 ... -1.5893062e-04
 -9.0939357e-05 -1.0632414e-05]",44100,2.7724943310657597
Audios/Jorge/Eri-02_03.mp3,Eri-02_03.mp3,Jorge,volume_up,"[-7.5934668e-06 -4.0474995e-05 -5.2817559e-05 ...  1.8782730e-04
  1.6928840e-04  1.1765362e-04]",44100,2.7724943310657597
Audios/Jorge/Eri-02_03.mp3,Eri-02_03.mp3,Jorge,volume_down,"[-2.53115559e-06 -1.34916645e-05 -1.76058529e-05 ...  6.26090987e-05
  5.64294678e-05  3.92178736e-05]",44100,2.7724943310657597
Audios/Jorge/Bruce-03_05.mp3,Bruce-03_05.mp3,Jorge,original,"[ 0.00113875  0.00148819  0.00138765 ... -0.00047632 -0.00028662
 -0.00031668]",44100,4.252766439909297
Audios/Jorge/Bruce-03_05.mp3,Bruce-03_05.mp3,Jorge,noise,"[ 0.00251802  0.01204824  0.00213674 ...  0.03854702 -0.00728577
 -0.02216638]",44100,4.252766439909297
Audios/Jorge/Bruce-03_05.mp3,Bruce-03_05.mp3,Jorge,time_stretch_longer,"[ 0.00110467  0.00147313  0.00137815 ... -0.00088196 -0.00084918
 -0.00075667]",44100,3.543968253968254
Audios/Jorge/Bruce-03_05.mp3,Bruce-03_05.mp3,Jorge,time_stretch_slower,[0.00113595 0.00147801 0.00137899 ... 0.00032172 0.00036688 0.00029194],44100,5.3159637188208615
Audios/Jorge/Bruce-03_05.mp3,Bruce-03_05.mp3,Jorge,pitch_shift_alto,"[ 1.0467669e-03  1.5076010e-03  1.3586066e-03 ... -6.8592162e-05
 -4.0962866e-05  3.3606568e-06]",44100,4.252766439909297
Audios/Jorge/Bruce-03_05.mp3,Bruce-03_05.mp3,Jorge,pitch_shift_bajo,"[ 0.00106665  0.00148654  0.00136253 ... -0.00061702 -0.00086186
 -0.00039317]",44100,4.252766439909297
Audios/Jorge/Bruce-03_05.mp3,Bruce-03_05.mp3,Jorge,volume_up,"[ 0.00170813  0.00223229  0.00208147 ... -0.00071447 -0.00042994
 -0.00047502]",44100,4.252766439909297
Audios/Jorge/Bruce-03_05.mp3,Bruce-03_05.mp3,Jorge,volume_down,"[ 0.00056938  0.0007441   0.00069382 ... -0.00023816 -0.00014331
 -0.00015834]",44100,4.252766439909297
Audios/Jorge/Bruce-01_01.mp3,Bruce-01_01.mp3,Jorge,original,"[3.60950435e-05 1.17399395e-04 2.73648329e-04 ... 1.13795395e-03
 1.37015828e-03 1.17673795e-03]",44100,3.323968253968254
Audios/Jorge/Bruce-01_01.mp3,Bruce-01_01.mp3,Jorge,noise,"[ 0.02701095  0.02985631  0.00812003 ...  0.02602131 -0.0496189
  0.03420233]",44100,3.323968253968254
Audios/Jorge/Bruce-01_01.mp3,Bruce-01_01.mp3,Jorge,time_stretch_longer,"[ 2.8452059e-05  1.0505573e-04  2.6035734e-04 ... -3.0040144e-04
 -4.2037520e-04 -3.9308087e-04]",44100,2.7699773242630386
Audios/Jorge/Bruce-01_01.mp3,Bruce-01_01.mp3,Jorge,time_stretch_slower,"[ 1.5472662e-05  9.8994205e-05  2.5781794e-04 ... -5.4699380e-04
 -6.0337008e-04 -5.8855861e-04]",44100,4.154965986394558
Audios/Jorge/Bruce-01_01.mp3,Bruce-01_01.mp3,Jorge,pitch_shift_alto,"[2.6469417e-05 1.1946601e-04 3.2051891e-04 ... 2.9247825e-04 3.0898381e-04
 3.2636747e-04]",44100,3.323968253968254
Audios/Jorge/Bruce-01_01.mp3,Bruce-01_01.mp3,Jorge,pitch_shift_bajo,"[ 3.0930998e-05  9.8044606e-05  2.2247840e-04 ... -3.3706066e-04
 -2.3726610e-04 -6.5391330e-05]",44100,3.323968253968254
Audios/Jorge/Bruce-01_01.mp3,Bruce-01_01.mp3,Jorge,volume_up,"[5.4142565e-05 1.7609910e-04 4.1047251e-04 ... 1.7069309e-03 2.0552375e-03
 1.7651069e-03]",44100,3.323968253968254
Audios/Jorge/Bruce-01_01.mp3,Bruce-01_01.mp3,Jorge,volume_down,"[1.8047522e-05 5.8699698e-05 1.3682416e-04 ... 5.6897698e-04 6.8507914e-04
 5.8836897e-04]",44100,3.323968253968254
Audios/Jorge/Bruce-03_04.mp3,Bruce-03_04.mp3,Jorge,original,[0.00039816 0.00040623 0.0004179  ... 0.00451369 0.00534802 0.00476393],44100,2.16297052154195
Audios/Jorge/Bruce-03_04.mp3,Bruce-03_04.mp3,Jorge,noise,"[-0.02016088  0.010417    0.02259235 ...  0.03815222  0.01238513
 -0.05311543]",44100,2.16297052154195
Audios/Jorge/Bruce-03_04.mp3,Bruce-03_04.mp3,Jorge,time_stretch_longer,[0.00040523 0.00041661 0.00042448 ... 0.00190528 0.00199352 0.0023145 ],44100,1.8024716553287983
Audios/Jorge/Bruce-03_04.mp3,Bruce-03_04.mp3,Jorge,time_stretch_slower,[0.0003597  0.00036776 0.00038203 ... 0.00737149 0.00744006 0.00753544],44100,2.703718820861678
Audios/Jorge/Bruce-03_04.mp3,Bruce-03_04.mp3,Jorge,pitch_shift_alto,"[ 0.00034078  0.0003919   0.00042044 ... -0.01059555 -0.01200017
 -0.0088375 ]",44100,2.16297052154195
Audios/Jorge/Bruce-03_04.mp3,Bruce-03_04.mp3,Jorge,pitch_shift_bajo,[0.00038133 0.00042669 0.0003854  ... 0.00315615 0.00415342 0.00292078],44100,2.16297052154195
Audios/Jorge/Bruce-03_04.mp3,Bruce-03_04.mp3,Jorge,volume_up,[0.00059725 0.00060935 0.00062685 ... 0.00677053 0.00802203 0.00714589],44100,2.16297052154195
Audios/Jorge/Bruce-03_04.mp3,Bruce-03_04.mp3,Jorge,volume_down,[0.00019908 0.00020312 0.00020895 ... 0.00225684 0.00267401 0.00238196],44100,2.16297052154195
Audios/Jorge/Eri-02_02.mp3,Eri-02_02.mp3,Jorge,original,"[-2.0108837e-05 -4.2071260e-05 -7.0462891e-05 ... -3.3689433e-04
 -3.5842194e-04 -9.2105787e-05]",44100,2.598344671201814
Audios/Jorge/Eri-02_02.mp3,Eri-02_02.mp3,Jorge,noise,"[-0.06040351 -0.00053544 -0.00085447 ...  0.00600307  0.0425136
  0.03264423]",44100,2.598344671201814
Audios/Jorge/Eri-02_02.mp3,Eri-02_02.mp3,Jorge,time_stretch_longer,"[-1.8520495e-05 -4.0126615e-05 -6.8939487e-05 ...  3.6925383e-05
  6.3305153e-05  7.4494790e-05]",44100,2.165283446712018
Audios/Jorge/Eri-02_02.mp3,Eri-02_02.mp3,Jorge,time_stretch_slower,"[-1.9866728e-05 -4.2202370e-05 -7.0902926e-05 ... -2.4299190e-04
 -2.1671424e-04 -1.8088116e-04]",44100,3.247936507936508
Audios/Jorge/Eri-02_02.mp3,Eri-02_02.mp3,Jorge,pitch_shift_alto,"[-1.8444041e-05 -4.6383946e-05 -7.4181473e-05 ... -2.5223292e-04
 -1.8929422e-04 -2.0345065e-04]",44100,2.598344671201814
Audios/Jorge/Eri-02_02.mp3,Eri-02_02.mp3,Jorge,pitch_shift_bajo,"[-1.6557482e-05 -3.9624523e-05 -6.2853709e-05 ... -2.1778257e-04
 -2.5200812e-04 -9.8444907e-05]",44100,2.598344671201814
Audios/Jorge/Eri-02_02.mp3,Eri-02_02.mp3,Jorge,volume_up,"[-3.0163255e-05 -6.3106891e-05 -1.0569434e-04 ... -5.0534151e-04
 -5.3763291e-04 -1.3815868e-04]",44100,2.598344671201814
Audios/Jorge/Eri-02_02.mp3,Eri-02_02.mp3,Jorge,volume_down,"[-1.0054418e-05 -2.1035630e-05 -3.5231446e-05 ... -1.6844716e-04
 -1.7921097e-04 -4.6052894e-05]",44100,2.598344671201814
Audios/Jorge/Jorge-02_01.m4a,Jorge-02_01.m4a,Jorge,original,[0. 0. 0. ... 0. 0. 0.],48000,2.4306666666666668
Audios/Jorge/Jorge-02_01.m4a,Jorge-02_01.m4a,Jorge,noise,"[ 0.01470083 -0.00833777 -0.01967244 ...  0.01236453  0.01544795
 -0.02111393]",48000,2.4306666666666668
Audios/Jorge/Jorge-02_01.m4a,Jorge-02_01.m4a,Jorge,time_stretch_longer,"[ 4.3251330e-07  4.1099153e-07  3.0494323e-07 ... -5.0535111e-04
 -4.9547950e-04 -4.7107096e-04]",48000,2.0255625
Audios/Jorge/Jorge-02_01.m4a,Jorge-02_01.m4a,Jorge,time_stretch_slower,"[6.7991743e-07 7.1647901e-07 7.3923314e-07 ... 1.1954410e-04 1.1765112e-04
 1.1192716e-04]",48000,3.0383333333333336
Audios/Jorge/Jorge-02_01.m4a,Jorge-02_01.m4a,Jorge,pitch_shift_alto,"[3.2532620e-07 4.1526286e-07 3.7812094e-07 ... 2.6667712e-04 2.7999963e-04
 3.0877095e-04]",48000,2.4306666666666668
Audios/Jorge/Jorge-02_01.m4a,Jorge-02_01.m4a,Jorge,pitch_shift_bajo,"[2.4858838e-07 2.6853363e-07 1.8183977e-07 ... 1.3962183e-04 1.7082875e-04
 1.5836828e-04]",48000,2.4306666666666668
Audios/Jorge/Jorge-02_01.m4a,Jorge-02_01.m4a,Jorge,volume_up,[0. 0. 0. ... 0. 0. 0.],48000,2.4306666666666668
Audios/Jorge/Jorge-02_01.m4a,Jorge-02_01.m4a,Jorge,volume_down,[0. 0. 0. ... 0. 0. 0.],48000,2.4306666666666668
Audios/Jorge/Fernando-02_01.m4a,Fernando-02_01.m4a,Jorge,original,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -3.0517578e-05
 -3.0517578e-05 -3.0517578e-05]",16000,3.26
Audios/Jorge/Fernando-02_01.m4a,Fernando-02_01.m4a,Jorge,noise,"[-0.02278512 -0.01332726  0.00614168 ... -0.0207124  -0.02480816
  0.0295353 ]",16000,3.26
Audios/Jorge/Fernando-02_01.m4a,Fernando-02_01.m4a,Jorge,time_stretch_longer,"[ 0.          0.          0.         ... -0.00126474 -0.0013095
 -0.00126814]",16000,2.7166875
Audios/Jorge/Fernando-02_01.m4a,Fernando-02_01.m4a,Jorge,time_stretch_slower,"[ 0.          0.          0.         ... -0.00020324 -0.00014822
 -0.00017942]",16000,4.075
Audios/Jorge/Fernando-02_01.m4a,Fernando-02_01.m4a,Jorge,pitch_shift_alto,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  2.4746187e-06
  1.5957052e-05 -1.0972553e-05]",16000,3.26
Audios/Jorge/Fernando-02_01.m4a,Fernando-02_01.m4a,Jorge,pitch_shift_bajo,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.1222149e-05
 -7.3516472e-05 -9.3507741e-05]",16000,3.26
Audios/Jorge/Fernando-02_01.m4a,Fernando-02_01.m4a,Jorge,volume_up,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -4.5776367e-05
 -4.5776367e-05 -4.5776367e-05]",16000,3.26
Audios/Jorge/Fernando-02_01.m4a,Fernando-02_01.m4a,Jorge,volume_down,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.5258789e-05
 -1.5258789e-05 -1.5258789e-05]",16000,3.26
Audios/Jorge/Jorge-02_02.m4a,Jorge-02_02.m4a,Jorge,original,[0. 0. 0. ... 0. 0. 0.],48000,2.046666666666667
Audios/Jorge/Jorge-02_02.m4a,Jorge-02_02.m4a,Jorge,noise,"[ 0.0343359   0.01127939  0.00431663 ...  0.02324835 -0.02724687
 -0.01447512]",48000,2.046666666666667
Audios/Jorge/Jorge-02_02.m4a,Jorge-02_02.m4a,Jorge,time_stretch_longer,"[2.1246217e-06 1.5968646e-06 1.5695900e-06 ... 6.0730829e-04 6.2584825e-04
 6.3879689e-04]",48000,1.7055625
Audios/Jorge/Jorge-02_02.m4a,Jorge-02_02.m4a,Jorge,time_stretch_slower,"[-1.2491748e-07 -1.1826735e-07 -2.1446880e-07 ...  2.4755314e-04
  2.4216123e-04  2.3532884e-04]",48000,2.558333333333333
Audios/Jorge/Jorge-02_02.m4a,Jorge-02_02.m4a,Jorge,pitch_shift_alto,"[-5.4428920e-08 -7.9651699e-08 -1.0466508e-07 ...  2.4655592e-04
  2.1667902e-04  2.4278599e-04]",48000,2.046666666666667
Audios/Jorge/Jorge-02_02.m4a,Jorge-02_02.m4a,Jorge,pitch_shift_bajo,"[ 1.2094403e-06  1.0631805e-06  8.5162532e-07 ... -1.7719128e-04
 -1.9729305e-04 -1.8024103e-04]",48000,2.046666666666667
Audios/Jorge/Jorge-02_02.m4a,Jorge-02_02.m4a,Jorge,volume_up,[0. 0. 0. ... 0. 0. 0.],48000,2.046666666666667
Audios/Jorge/Jorge-02_02.m4a,Jorge-02_02.m4a,Jorge,volume_down,[0. 0. 0. ... 0. 0. 0.],48000,2.046666666666667
Audios/Jorge/Fernando-02_02.m4a,Fernando-02_02.m4a,Jorge,original,[0.         0.         0.         ... 0.00015259 0.00015259 0.00018311],16000,2.876
Audios/Jorge/Fernando-02_02.m4a,Fernando-02_02.m4a,Jorge,noise,"[-0.00282525 -0.01028204  0.02530364 ... -0.05790796  0.01570241
  0.01923955]",16000,2.876
Audios/Jorge/Fernando-02_02.m4a,Fernando-02_02.m4a,Jorge,time_stretch_longer,"[-2.0129318e-10  3.7379969e-10  2.0155533e-09 ...  4.9469667e-04
  1.9401712e-04  3.8083224e-05]",16000,2.3966875
Audios/Jorge/Fernando-02_02.m4a,Fernando-02_02.m4a,Jorge,time_stretch_slower,"[ 0.0000000e+00  1.1191785e-11  3.9698311e-11 ...  8.8321314e-05
 -1.0789653e-04 -1.5299661e-04]",16000,3.595
Audios/Jorge/Fernando-02_02.m4a,Fernando-02_02.m4a,Jorge,pitch_shift_alto,"[ 1.1383691e-12  1.6134601e-11  6.8165487e-11 ... -3.7958921e-04
 -4.1661970e-04 -3.1608000e-04]",16000,2.876
Audios/Jorge/Fernando-02_02.m4a,Fernando-02_02.m4a,Jorge,pitch_shift_bajo,"[-1.1107047e-10  1.3949950e-10  1.0082931e-09 ...  2.5827828e-04
  2.6419322e-04  2.9144305e-04]",16000,2.876
Audios/Jorge/Fernando-02_02.m4a,Fernando-02_02.m4a,Jorge,volume_up,[0.         0.         0.         ... 0.00022888 0.00022888 0.00027466],16000,2.876
Audios/Jorge/Fernando-02_02.m4a,Fernando-02_02.m4a,Jorge,volume_down,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 7.6293945e-05 7.6293945e-05
 9.1552734e-05]",16000,2.876
Audios/Jorge/Fernando-02_03.m4a,Fernando-02_03.m4a,Jorge,original,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.0517578e-05 3.0517578e-05
 3.0517578e-05]",16000,3.004
Audios/Jorge/Fernando-02_03.m4a,Fernando-02_03.m4a,Jorge,noise,"[-0.02804061 -0.00010498  0.01193718 ... -0.03573224  0.05686564
 -0.03070625]",16000,3.004
Audios/Jorge/Fernando-02_03.m4a,Fernando-02_03.m4a,Jorge,time_stretch_longer,"[-7.0958109e-08 -7.4559075e-08 -6.1476925e-08 ...  1.2327572e-04
  3.0328749e-05  1.5840940e-04]",16000,2.5033125
Audios/Jorge/Fernando-02_03.m4a,Fernando-02_03.m4a,Jorge,time_stretch_slower,"[-8.7690952e-11  9.9653862e-11 -3.1691257e-11 ... -2.1603983e-04
 -3.0107415e-04 -2.1107879e-04]",16000,3.755
Audios/Jorge/Fernando-02_03.m4a,Fernando-02_03.m4a,Jorge,pitch_shift_alto,"[-1.9141755e-10  1.9380145e-10 -2.3822733e-10 ... -1.5926892e-04
 -3.7284597e-05 -5.1825555e-05]",16000,3.004
Audios/Jorge/Fernando-02_03.m4a,Fernando-02_03.m4a,Jorge,pitch_shift_bajo,"[-4.2356188e-08 -4.6484530e-08 -3.6444952e-08 ...  4.9555418e-04
  5.3772097e-04  3.8518617e-04]",16000,3.004
Audios/Jorge/Fernando-02_03.m4a,Fernando-02_03.m4a,Jorge,volume_up,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 4.5776367e-05 4.5776367e-05
 4.5776367e-05]",16000,3.004
Audios/Jorge/Fernando-02_03.m4a,Fernando-02_03.m4a,Jorge,volume_down,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.5258789e-05 1.5258789e-05
 1.5258789e-05]",16000,3.004
Audios/Jorge/Jorge-02_03.m4a,Jorge-02_03.m4a,Jorge,original,[0. 0. 0. ... 0. 0. 0.],48000,2.7293333333333334
Audios/Jorge/Jorge-02_03.m4a,Jorge-02_03.m4a,Jorge,noise,"[ 0.00240442  0.01478644 -0.00561788 ... -0.00754131  0.01523667
 -0.0062886 ]",48000,2.7293333333333334
Audios/Jorge/Jorge-02_03.m4a,Jorge-02_03.m4a,Jorge,time_stretch_longer,"[ 7.5425396e-07  8.4447004e-07  9.0962487e-07 ... -8.8153424e-04
 -8.8848529e-04 -8.9490414e-04]",48000,2.2744375
Audios/Jorge/Jorge-02_03.m4a,Jorge-02_03.m4a,Jorge,time_stretch_slower,"[-1.0100454e-06 -1.0751494e-06 -1.1431616e-06 ... -1.0103271e-04
 -8.8921333e-05 -7.9839352e-05]",48000,3.4116666666666666
Audios/Jorge/Jorge-02_03.m4a,Jorge-02_03.m4a,Jorge,pitch_shift_alto,"[-4.8962943e-07 -6.1501680e-07 -6.0267223e-07 ... -2.6959006e-04
 -2.5558690e-04 -2.7888842e-04]",48000,2.7293333333333334
Audios/Jorge/Jorge-02_03.m4a,Jorge-02_03.m4a,Jorge,pitch_shift_bajo,"[4.3263049e-07 5.2348099e-07 5.4230742e-07 ... 1.5883407e-04 1.8517292e-04
 1.8270069e-04]",48000,2.7293333333333334
Audios/Jorge/Jorge-02_03.m4a,Jorge-02_03.m4a,Jorge,volume_up,[0. 0. 0. ... 0. 0. 0.],48000,2.7293333333333334
Audios/Jorge/Jorge-02_03.m4a,Jorge-02_03.m4a,Jorge,volume_down,[0. 0. 0. ... 0. 0. 0.],48000,2.7293333333333334
Audios/Jorge/Jorge-02_04.m4a,Jorge-02_04.m4a,Jorge,original,[0. 0. 0. ... 0. 0. 0.],48000,2.196
Audios/Jorge/Jorge-02_04.m4a,Jorge-02_04.m4a,Jorge,noise,"[-0.01981177  0.01665906 -0.01178997 ...  0.00493759  0.02260395
  0.0127138 ]",48000,2.196
Audios/Jorge/Jorge-02_04.m4a,Jorge-02_04.m4a,Jorge,time_stretch_longer,"[-1.14507216e-07 -7.92160932e-08  1.79750153e-08 ... -2.94136960e-04
 -2.80013861e-04 -2.63915688e-04]",48000,1.83
Audios/Jorge/Jorge-02_04.m4a,Jorge-02_04.m4a,Jorge,time_stretch_slower,"[ 4.7463423e-08 -3.0138629e-08  1.9603139e-09 ...  3.5312469e-04
  3.5444129e-04  3.4709522e-04]",48000,2.745
Audios/Jorge/Jorge-02_04.m4a,Jorge-02_04.m4a,Jorge,pitch_shift_alto,"[ 1.6056029e-08 -9.1418997e-09 -9.2799199e-09 ... -6.9292364e-05
 -9.9731544e-05 -6.1994106e-05]",48000,2.196
Audios/Jorge/Jorge-02_04.m4a,Jorge-02_04.m4a,Jorge,pitch_shift_bajo,"[-6.83490669e-08 -5.60610296e-08  1.02954569e-08 ...  1.08259250e-04
  1.22579964e-04  1.16257404e-04]",48000,2.196
Audios/Jorge/Jorge-02_04.m4a,Jorge-02_04.m4a,Jorge,volume_up,[0. 0. 0. ... 0. 0. 0.],48000,2.196
Audios/Jorge/Jorge-02_04.m4a,Jorge-02_04.m4a,Jorge,volume_down,[0. 0. 0. ... 0. 0. 0.],48000,2.196
